refund_id,order_id,amount_cents
R003814,O044926,7160
R003815,O044933,20800
R003816,O044940,21173
R003817,O044943,22458
R003818,O044949,37876
R003819,O044957,17786
R003820,O044959,6105
R003821,O044978,6294
R003822,O044992,2412
R003823,O044996,41226
R003824,O045024,39852
R003825,O045026,24347
R003826,O045066,7931
R003827,O045069,51096
R003828,O045075,4655
R003829,O045083,63384
R003830,O045102,4324
R003831,O045104,13777
R003832,O045121,92602
R003833,O045130,15980
R003834,O045133,3654
R003835,O045141,14547
R003836,O045146,80527
R003837,O045153,15414
R003838,O045167,21210
R003839,O045171,78838
R003840,O045179,77442
R003841,O045191,68969
R003842,O045207,4243
R003843,O045223,55686
R003844,O045234,24395
R003845,O045247,27730
R003846,O045255,23898
R003847,O045264,8794
R003848,O045266,28438
R003849,O045268,26306
R003850,O045273,20048
R003851,O045275,45552
R003852,O045287,10947
R003853,O045295,3677
R003854,O045317,69660
R003855,O045319,18800
R003856,O045365,49171
R003857,O045371,60066
R003858,O045379,7363
R003859,O045401,10255
R003860,O045420,6249
R003861,O045424,78163
R003862,O045441,9409
R003863,O045450,21379
R003864,O045457,37911
R003865,O045459,7416
R003866,O045487,54831
R003867,O045489,17102
R003868,O045518,66818
R003869,O045534,4486
R003870,O045540,1699
R003871,O045544,22052
R003872,O045545,2572
R003873,O045551,54606
R003874,O045552,74909
R003875,O045558,3741
R003876,O045572,30756
R003877,O045579,6633
R003878,O045580,42846
R003879,O045587,12093
R003880,O045594,10231
R003881,O045597,2954
R003882,O045598,35317
R003883,O045612,44053
R003884,O045614,7817
R003885,O045627,54458
R003886,O045630,19096
R003887,O045634,14142
R003888,O045635,18287
R003889,O045652,7208
R003890,O045671,18431
R003891,O045681,12185
R003892,O045710,11368
R003893,O045721,33950
R003894,O045726,7415
R003895,O045742,16894
R003896,O045758,5726
R003897,O045766,19064
R003898,O045778,17232
R003899,O045786,22084
R003900,O045791,34936
R003901,O045794,2813
R003902,O045817,7590
R003903,O045818,6961
R003904,O045827,20806
R003905,O045833,21361
R003906,O045844,20756
R003907,O045849,43681
R003908,O045853,10939
R003909,O045855,71966
R003910,O045886,78222
R003911,O045889,10694
R003912,O045892,14351
R003913,O045893,8552
R003914,O045894,24876
R003915,O045901,20641
R003916,O045907,45431
R003917,O045912,8958
R003918,O045946,48034
R003919,O045948,22693
R003920,O045959,25063
R003921,O045973,40376
R003922,O045987,2879
R003923,O045995,14235
R003924,O046006,1931
R003925,O046013,35345
R003926,O046016,4026
R003927,O046018,18400
R003928,O046024,83509
R003929,O046040,16491
R003930,O046051,32216
R003931,O046061,1072
R003932,O046085,3957
R003933,O046105,5277
R003934,O046106,44196
R003935,O046129,6323
R003936,O046140,4563
R003937,O046164,22369
R003938,O046196,6884
R003939,O046215,25388
R003940,O046230,25968
R003941,O046248,13055
R003942,O046297,19237
R003943,O046298,3740
R003944,O046309,12501
R003945,O046322,4632
R003946,O046338,20250
R003947,O046353,17436
R003948,O046375,20752
R003949,O046398,58059
R003950,O046432,13022
R003951,O046438,26319
R003952,O046441,19103
R003953,O046466,4754
R003954,O046505,21562
R003955,O046507,1766
R003956,O046512,36735
R003957,O046515,22013
R003958,O046525,18327
R003959,O046545,33414
R003960,O046553,36356
R003961,O046564,32516
R003962,O046583,9768
R003963,O046584,13054
R003964,O046587,3240
R003965,O046589,40023
R003966,O046617,19299
R003967,O046639,12195
R003968,O046643,20827
R003969,O046646,40469
R003970,O046666,35689
R003971,O046671,77976
R003972,O046676,6411
R003973,O046688,21025
R003974,O046694,29015
R003975,O046696,33809
R003976,O046698,52338
R003977,O046702,42440
R003978,O046703,14985
R003979,O046716,15797
R003980,O046723,25838
R003981,O046726,3947
R003982,O046749,17818
R003983,O046773,18063
R003984,O046807,4972
R003985,O046815,7399
R003986,O046822,3486
R003987,O046828,74181
R003988,O046835,37054
R003989,O046841,54932
R003990,O046845,5731
R003991,O046915,14364
R003992,O046921,5681
R003993,O046927,77631
R003994,O046929,1735
R003995,O046939,41348
R003996,O046941,6750
R003997,O046955,20809
R003998,O046957,23851
R003999,O046989,67597
R004000,O046995,40349
R004001,O046996,7583
R004002,O046998,10190
R004003,O046999,36283
R004004,O047041,1483
R004005,O047045,21890
R004006,O047051,14245
R004007,O047052,19261
R004008,O047066,4780
R004009,O047069,39745
R004010,O047070,5684
R004011,O047095,30483
R004012,O047146,43475
R004013,O047165,9213
R004014,O047176,38717
R004015,O047189,6294
R004016,O047193,7772
R004017,O047194,7038
R004018,O047244,31299
R004019,O047247,39185
R004020,O047254,10352
R004021,O047275,12081
R004022,O047280,34952
R004023,O047308,45504
R004024,O047319,21344
R004025,O047320,34041
R004026,O047321,11924
R004027,O047327,18509
R004028,O047340,4393
R004029,O047343,10548
R004030,O047350,26547
R004031,O047360,12539
R004032,O047368,3467
R004033,O047383,5550
R004034,O047404,33759
R004035,O047424,20563
R004036,O047426,28303
R004037,O047439,49197
R004038,O047443,4861
R004039,O047461,8533
R004040,O047473,74001
R004041,O047493,81577
R004042,O047504,65017
R004043,O047531,3547
R004044,O047539,65541
R004045,O047540,9055
R004046,O047545,20762
R004047,O047547,13247
R004048,O047557,8526
R004049,O047561,46126
R004050,O047563,13584
R004051,O047584,16495
R004052,O047587,12757
R004053,O047602,13298
R004054,O047625,20920
R004055,O047628,78531
R004056,O047639,7039
R004057,O047640,35948
R004058,O047646,24547
R004059,O047664,39147
R004060,O047677,34805
R004061,O047690,22268
R004062,O047711,7602
R004063,O047733,5235
R004064,O047771,93970
R004065,O047791,43308
R004066,O047821,32826
R004067,O047840,26481
R004068,O047844,883
R004069,O047852,34870
R004070,O047855,58133
R004071,O047865,16798
R004072,O047926,27914
R004073,O047927,51920
R004074,O047929,72945
R004075,O047933,6286
R004076,O047937,2382
R004077,O047940,19708
R004078,O047948,38609
R004079,O047974,34582
R004080,O047982,32846
R004081,O048000,17148
R004082,O048010,30989
R004083,O048032,65786
R004084,O048034,1675
R004085,O048038,27495
R004086,O048040,14436
R004087,O048064,8096
R004088,O048129,69852
R004089,O048172,5703
R004090,O048253,5154
R004091,O048258,67132
R004092,O048260,7117
R004093,O048264,36941
R004094,O048273,6152
R004095,O048311,34434
R004096,O048324,16349
R004097,O048383,40107
R004098,O048390,31362
R004099,O048397,34669
R004100,O048401,52902
R004101,O048431,34766
R004102,O048445,25753
R004103,O048467,3204
R004104,O048484,20927
R004105,O048485,20846
R004106,O048494,73748
R004107,O048497,19376
R004108,O048503,4161
R004109,O048517,13632
R004110,O048518,13011
R004111,O048537,5585
R004112,O048539,11595
R004113,O048546,3930
R004114,O048550,15133
R004115,O048563,18708
R004116,O048572,61880
R004117,O048578,44986
R004118,O048584,20478
R004119,O048593,22914
R004120,O048628,11248
R004121,O048633,74762
R004122,O048646,70265
R004123,O048647,45842
R004124,O048650,25262
R004125,O048673,19232
R004126,O048685,65954
R004127,O048687,40596
R004128,O048702,27588
R004129,O048708,5729
R004130,O048714,9261
R004131,O048716,8758
R004132,O048723,31431
R004133,O048738,23200
R004134,O048756,40691
R004135,O048762,8229
R004136,O048773,58635
R004137,O048775,73995
R004138,O048794,4695
R004139,O048803,4325
R004140,O048836,83023
R004141,O048852,4362
R004142,O048931,53719
R004143,O048933,11643
R004144,O049008,83897
R004145,O049011,69556
R004146,O049017,8078
R004147,O049019,20622
R004148,O049022,7161
R004149,O049040,25387
R004150,O049053,47829
R004151,O049054,2743
R004152,O049059,59688
R004153,O049074,20199
R004154,O049084,82706
R004155,O049091,20142
R004156,O049093,72785
R004157,O049096,19580
R004158,O049103,4867
R004159,O049104,11111
R004160,O049112,20517
R004161,O049119,3130
R004162,O049123,15224
R004163,O049127,7482
R004164,O049130,14960
R004165,O049180,47486
R004166,O049190,5950
R004167,O049208,50783
R004168,O049222,2356
R004169,O049239,44065
R004170,O049275,74297
R004171,O049290,13968
R004172,O049327,12791
R004173,O049328,3732
R004174,O049363,77950
R004175,O049366,41441
R004176,O049374,2969
R004177,O049383,71140
R004178,O049414,47470
R004179,O049422,12873
R004180,O049435,91906
R004181,O049445,4502
R004182,O049452,20994
R004183,O049457,3537
R004184,O049460,14324
R004185,O049493,53832
R004186,O049500,20181
R004187,O049524,77021
R004188,O049535,10942
R004189,O049536,23429
R004190,O049541,26579
R004191,O049549,43344
R004192,O049561,14148
R004193,O049564,2915
R004194,O049570,53458
R004195,O049586,5314
R004196,O049597,11137
R004197,O049611,11995
R004198,O049614,8146
R004199,O049635,25189
R004200,O049642,35540
R004201,O049645,21008
R004202,O049676,7368
R004203,O049684,11903
R004204,O049692,63771
R004205,O049701,19191
R004206,O049714,42547
R004207,O049747,41517
R004208,O049766,63182
R004209,O049768,3850
R004210,O049774,79555
R004211,O049777,8808
R004212,O049781,12995
R004213,O049790,18655
R004214,O049792,21734
R004215,O049816,70098
R004216,O049836,58141
R004217,O049858,19397
R004218,O049880,6627
R004219,O049899,20213
R004220,O049913,18501
R004221,O049919,15604
R004222,O049922,63807
R004223,O049930,3764
R004224,O049931,31020
R004225,O049932,85435
R004226,O049933,12201
R004227,O049939,8614
R004228,O049953,11010
R004229,O049961,18709
R004230,O049962,9219
R004231,O049967,29110
R004232,O049977,33004
R004233,O049990,13365
R004234,O049994,32718
R004235,O049995,83962
